category,ask
影音娱乐,被该商户通过度小满支付从银行卡自动代扣99元，2026‑09‑18 02:25，维鲁斯公司私自扣我99元要求返还费用并解绑代扣签约 本人在不知情、未收到续费提醒、没有手动确认支付的情况下。 诉求：全额退还99元扣费；永久解除该商户的银行卡代扣签约，禁止后续再次扣费。没有主动续费，也未使用对应会员权益，并且改公司通过度小满退款，有理由怀疑隐私泄露。
家居日用,物流虚假！，虚假物流 我于2026年9月16日晚，再京东商城得力京东旗舰店购买物品
房产家装,商家事前未公示大件退货超重费用由买家承担，不能把未... 退货原因：商品实物与详情页、直播宣传描述不一致，坐感严重不符，属于商品与宣传不符，并非个人无理由退货。 本次大件退货产生运费，运费险仅赔付基础运费，我个人垫付超重运费180元。 依据《消费者权益保护法》，商品与宣传不符产生退货，运输费用应由经营者承担。退货产生额外运费179.64元，商家反复拒不赔付，帕沙曼沙发与直播宣传不符。
汽车,上汽E5赠保险金换奥迪门店用需原价退差价 在上汽奥迪南京大明路店于2025年10月15号购买了上汽E5，当时赠送了一个厂家权益，1万的保险金，当年的保险可以直接抵扣，剩余的金额可以用于第二年的保险抵扣。现在我们要进行第二年的保险办理，因为我们去年购买车辆的门店（上汽奥迪大明路店）已经退网，不做上汽奥迪这个品牌了，经于上汽官方客户联系，我们主动联系到...
物流快递,但晚8点50分才到达昆明，客服人员承诺将派专车于当日交付，收件人电联95338后，但迟迟没有消息，该快递应于9月10日交付给收件人，于是收件人联系了网点，网点回应“送不了，着急你就自己去转运中心取”，之后再...选顺丰赛事车承运服务违约迟送达耽误比赛准备 发件人于2026年9月9日从重庆寄出赛事专用公路自行车一辆，选择了“大件次日达”，并于顺丰官方包装上标明“赛车寄递”。
物流快递,要求顺丰公司查监控拒寄洗发水要双倍赔付 顺丰快递拒绝把我的洗发水寄回家而且用了一个很大的纸盒子包装费3块钱 我觉得高于市场价格而且我的东西我说了是洗发水 澳洲品牌 appelles 的一瓶300多 块钱 那个原包装是没有卡扣的 然后顺丰说为理由不给我寄让我寄菜鸟的 我要投诉顺丰另外我怀疑我瓶子打开过了 现在要求查监控顺丰公司来查监控一瓶洗发水不给我寄叫他拿...
婚恋交友,该平台主持人要求花呗贷款充值要求充值3400礼物，花呗贷款充三千四 2026年9.15到9.16号1：21时候充值在该网络平台充值超过4000，受平台里面主持人诱导大额充值以情感绑架为由，甜丸APP主持人情感套路骗充值。
影音娱乐,我完成任务9.8正常中奖后，AI客服告知不开会员不能配送，我因此开通会员，会员权益从未使用。AI误导充值会员才允许兑奖 本人参与百度文库9.10丁禹兮预热抽奖活动，参与抽奖时为非会员，活动页面没有标注兑奖需要会员，百度文库APP活动中奖。 依据规定，有奖销售的兑奖条件必须提前公示，中奖后不能临时增加兑奖门槛。诉求：1、正常发放中奖奖品；2、全额退还会员充值费用。
汽车,诉求：将...平台格式协议写明个人原因始终不予退回款项，属于不公平格式条款。标的快充半小时，结果充起来要整整两个多小时才能充满，并且车子续航也严重不符，购买后车辆充电效率严重虚标，瓜子二手车车有问题不退定金 20260*********051*****这笔订单号，开个1-2公里，续航直接掉了5公里，车况不符的情况下，我要求退车订金，，目前车辆没有交付本人，没有过户。
汽车,途虎养车店大欺客 拖延消费者洗车时间 投诉对象：途虎养车（新洲村店） 投诉事实： 本人于当日16:20左右到途虎养车新洲村店，预约汽车内饰深度清洗，到店排号为第3位。在门店休息室等候，17:00向门店接待人员询问施工进度，接待告知：前面第一台车刚洗完，第二台即将清洗，完工后就轮到我的车辆；我询问内饰清洗所需时长，接待告知需要3小时，我便先行离开，...
旅游出行,我在航班管家购买9.30日中联航北京-厦门机票需退票，但是需要收取40%手续费不合理，直到今天沟通时才在隐蔽处了解，并且在购票界面无明显提示消费者退改签政策，退票手续费过高 我在航班管家购买的中联航的北京-厦门机票需要退票，我认为app和航司都没有起到告知义务，造成我退改签经济损失，现在要求全额退票
游戏,商品详情页的小字标注不能抵消平台官方筛选功能带来的误导。基于对平台筛选功能的信任才进行购买，但实际收到的账号根本始终没法进行二次实名。平台展示信息与实际商品严重不符，属于典型的货不对板及夸大宣传。交易猫展示账号信息和实际不符，要求全额退款 本人于近期在交易猫平台购买游戏账号，下单时明确使用了平台提供的“可二次实名”筛选功能（有截图为证）。现账号...
婚恋交友,平台纵容这类诱导消费，希望市场监管介入帮忙调解退款。我通过微信支付渠道投诉商家，商家回复说属于自愿打赏不予退款。一直不给退 我在2026 9月16号凌晨我在甜丸APP，宿迁齐悦网络科技有限公司，被平台内的用户以刷礼物换微信、恋爱奔现为诱饵诱导充值4467元。
母婴食品,多方客服无法解决，内码丢失需补码+出生证明上传报错，活动权益反复无法使用 飞鹤鹤礼2.0育儿补贴活动。 本人于2025年9月14日参与飞鹤鹤礼2.0育儿补贴活动，只成功申领孕妈奶粉以及第一罐星飞帆卓睿Pro 758g宝宝奶粉，还有4罐大听奶粉无法领取，目前存在两处问题： 1.第一罐宝宝奶粉丢失内码丢失，申请后台协助补录罐码； 2.上传宝宝出生证明...
房产家装,青岛嘉瑞世纪管家违规收500元定金总是不退钱请平台查款项去向 涉事人员： 青岛嘉瑞世纪不动产管理有限公司 涉事金额： 500元 对违规收款行为进行解决，并核实款项去向，诉求： 要求全额退还500元。 事实经过： 1. 我在租赁青岛市市北区西吴路189号某房屋期间，被该管家要求将500元定金转入其个人微信账户，而非公司对公账户。该管家声称钱款已... 2. 后因个人原因没法承租，申请退款。
物流快递,没有电话和短信通知，今天打电话问我为什么投诉举报他，说越投诉越不送，态度差 快递态度差，昨天就签收了
旅游出行,2026年9月买往返机票去哪儿网高额退票费难接受 我于2026年，9月17号，晚上7点，在去哪儿网买了两个人的郑州到重庆的往返机票。2026年9月18日我因为行程变化，我需要退票，但是退票手续费高达1274太多了我不能接受，我要求全部退款
本地生活,但外卖柜故障总是不能开启，骑手遇外卖柜故障客户失联申诉被拒 本人美团外卖骑手，抵达收货地点，9月17日配送驴肉火烧这笔订单，客户备注放外卖柜。我多次拨打客户电话，电话出现自动接听后挂断、无人接听情况，尝试上报【联系不上用户】失败，受平台规则限制仅有一次上报机会。因手上还有其他待配送订单，只能先行配送其他单子。后续客户主动来电要求二次配送，最...
教育,我选择了同意，不同意就退费，报中公线下课选退费分期四年仍没拿到钱 我与2022年8月购买中公教育课程然后是线下学习，2023年年初通知我说蓬莱区线下课报名人数不够问我们愿不愿意去龙口市学习，退了四次2490元，后续就不再给钱了。我选择了退费，后期打电话问我可不可以分期退？然后蓬莱中公教育，然后关门了。转为龙口，说给我进行对接。这已经四年了，还是没...
共享出行,本人不认可该笔收费，多次在平台申诉、联系客服，一直没有得到有效处理，诉求：退还本次不合理收取的调度费。本次骑行结束，在原常用停车点停放车辆，平台未提前告知该点位临时停用，停车完成后直接扣除调度费。乱收取调度费 本人使用青桔电单车，长期在公司楼下固定地点正常还车。
婚恋交友,先要求退回100元，但是付款的时候不知道怎么变成一个季度178元，当时明明选中一个月78元的，联系售后人员退钱也总是不跟进处理，付探探SVIP选1月78元变3月178元客服不处理求退100 我在2026年购买探探的svip，我只需要购买一个月的，会员时间也对应减去就行了
